slang,formal,unsure
trs,terus,0
Kenalin,kenalkan,0
tetep,tetap,0
nonton,menonton,0
sempet,sempat,0
karna,karena,0
lg,lagi,0
trus,terus,0
gak,enggak,0
Gmz,gemas,0
km,kamu,0
pagiiii,pagi,0
seneng,senang,0
liat,lihat,0
cewe,cewek,0
Klo,kalau,0
jdi,jadi,0
uda,sudah,0
jdi,jadi,0
tpi,tapi,0
jmn,jaman,0
dlu,dulu,0
ga,enggak,0
ngerti,mengerti,0
perpus,perpustakaan,0
nga,enggak,0
temen,teman,0
asek,asik,0
skrg,sekarang,0
pinter,pintar,0
Sblm,sebelum,0
tdk,tidak,0
jg,juga,0
dg,dengan,0
jgn,jangan,0
lama2,lama-lama,0
Jgn,jangan,0
sampe,sampai,0
nunggu,menunggu,0
thn,tahun,0
pinter,pintar,0
awal2,awal-awal,0
lucu2,lucu-lucu,0
gini,begini,0
Gw,gue,0
ngaku,mengaku,0
tp,tapi,0
nntn,menonton,0
cepet,cepat,0
siyap,siap,0
Laksanaken,laksanakan,0
Kalo,kalau,0
ndak,enggak,1
ndak,enggak,1
siyap,siap,0
Sblm,sebelum,0
romanis,romantis,0
pilem,film,0
dri,dari,0
ilang,hilang,0
matik,mati,0
Bener,benar,0
maen,main,0
psti,pas,0
dg,dengan,0
aja,saja,0
yg,yang,0
ngomongin,mengomongkan,0
nunggu,menunggu,0
sekedar,sekadar,0
krn,karena,0
akoh,aku,0
sdh,sudah,0
akoh,aku,0
jd,jadi,0
kalo,kalau,0
ktmu,ketemu,0
sm,sama,0
qm,kamu,0
kmana,kemana,0
aq,aku,0
gw,gue,0
ama,sama,0
miriiip,mirip,0
dapet,dapat,0
baguuuuussssss,bagus,0
ndengerin,mendengarkan,0
poto-poto,foto-foto,0
Mudah2an,mudah-mudahan,0
emangna,memangnya,0
org2,kebanyakan,0
kisah2,kisah-kisah,0
yg,yang,0
ga,enggak,0
skrg,sekarang,0
nonton,menonton,0
belom,belum,0
sempet,sempat,0
ntn,menonton,0
gk,enggak,0
ntn,menonton,0
jangan2,jangan-jangan,0
jg,juga,0
mengharagai,menghargai,0
yg,yang,0
mnt,menit,0
tu,itu,0
ujung2nya,ujung-ujungnya,0
nkh,nikah,0
ma,sama,0
Sblm,sebelum,0
sy,saya,0
sy,saya,0
sdh,sudah,0
mmbuat,membuat,0
dg,dengan,0
yg,yang,0
tdk,tidak,0
jg,juga,0
dg,dengan,0
Kenalin,perkenalkan,0
yg,yang,0
terahir,terakhir,0
ga,enggak,0
krn,karena,0
ga,enggak,0
poto-poto,foto-foto,0
jgn,jangan,0
macem,macam,0
macem,macam,0
Sblm,sebelum,0
sy,saya,0
sy,saya,0
sdh,sudah,0
dg,dengan,0
temen,teman,0
dijadiin,dijadikan,0
meranin,memerankan,0
Gmz,gemas,0
km,kamu,0
dapet,dapat,0
kl,kalau,0
gt,begitu,0
gw,gue,0
aja,saja,0
Ayaahh,ayah,0
kgk,kagak,0
pake,pakai,0
nggak,enggak,0
snggup,sanggup,0
seneng,senang,0
liat,lihat,0
cewe,cewek,0
nganterin,mengantarkan,0
Moon,mohon,0
maap,maaf,0
yg,yang,0
aja,saja,0
trs,terus,0
yg,yang,0
bener,benar,0
semalem,semalam,0
ga,enggak,0
pengen,pengin,0
nonton,menonton,0
utk,untuk,0
diterapin,diterapkan,0
ngegombal,menggombal,0
rameee,rame,0
pingin,pengin,0
males,malas,0
mngkin,mungkin,0
ud,sudah,0
nnton,menonton,0
mraktekin,mempraktikkan,0
Jngan,jangan,0
ngasih,mengasih,0
thn,tahun,0
byk,banyak,0
mbentak,membentak,0
NGELEMPAR,melempar,0
PAKE,pakai,0
SAMPE,sampai,0
denger,dengar,0
tpi,tapi,0
filmny,filmnya,0
utk,untuk,0
ntar,entar,0
ndengerin,mendengarkan,0
poto-poto,foto-foto,0
Napa,kenapa,0
ngakak,mengakak,0
liat,lihat,0
cobain,mencoba,0
trus,terus,0
jaketx,jaketnya,0
gak,enggak,0
nunggu,menunggu,0
cepet,cepat,0
jd,jadi,0
ato,atau,0
minta,meminta,0
baguuuuusssssssss,bagus,0
Sblm,sebelum,0
jamann,jaman,0
bengsin,bensin,0
ngebayangin,membayangkan,0
qm,kamu,0
kmana,kemana,0
aq,aku,0
sukaaa,suka,0
mele,mulu,0
jangan2,jangan-jangan,0
mngajinya,mengajinya,0
gemessss,gemas,0
menegerti,mengerti,0
jman,zaman,0
thn,tahun,0
satuuuuuuuuuuuu,satu,0
Wat,buat,0
temen2,teman-teman,0
w,gue,0
masudny,maksudnya,0
Ayoo,ayo,0
ngomongnya,mengomongnya,0
pagiiii,pagi,0
pagiiii,pagi,0
tu,itu,0
pilm,film,0
ama,sama,0
tetep,tetap,0
kl,kalau,0
d,di,0
belanjain,belanjakan,0
sampe,sampai,0
dengerin,mendengarkan,0
denger,mendengar,0
ayaah,ayah,0
seneng,senang,0
liat,lihat,0
sempet,sempat,0
nahan,menahan,0
laper,lapar,0
cewek2,cewek-cewek,0
jejeritan,jeritan,0
lebi,lebih,0
adeku,adekku,0
org,orang,0
laen,lain,0
adeeh,aduh,0
nahan,menahan,0
Trus,terus,0
sama2,sama-sama,0
ajaaaa,saja,0
temenin,menemani,0
km,kamu,0
dmn,dimana,0
inget,ingat,0
dulu2,dulu-dulu,0
gmn,bagaimana,0
gt,begitu,0
Apaka,apakah,0
jd,jadi,0
pendiem,pendiam,0
naek,naik,0
ndengerin,mendengarkan,0
poto-poto,foto-foto,0
Gara2,gara-gara,0
mantau,memantau,0
sampe,sampai,0
hapaaall,hapal,0
gak,enggak,0
Semalem,semalam,0
ngerasa,merasa,0
meranin,memerankan,0
niruin,menirukan,0
gemessss,gemas,0
sayaang,sayang,0
percumaa,percuma,0
enaak,enak,0
pcaran,pacaran,0
gueee,gue,0
novelny,novelnya,0
Tp,tapi,0
kl,kalau,0
w,gue,0
ga,enggak,0
ngerti,mengerti,0
ngeliat,melihat,0
orang2,orang-orang,0
yg,yang,0
ngehubungin,menghubungi,0
g,enggak,0
say,sayang,0
belanjain,belanjakan,0
sampe,sampai,0
DETIK2,detik-detik,0
ngambek,mengambek,0
Njir,anjir,0
gw,gue,0
ngakak,mengakak,0
esema,sma,0
yg,yang,0
gw,gue,0
jg,juga,0
blm,belum,0
ngerasain,merasakan,0
udah,sudah,0
sdh,sudah,0
tdk,tidak,0
kyk,kayak,0
rebutin,merebutkan,0
ngarep,mengharap,0
goyank,goyang,0
ngejelekin,menjelekkan,0
Mudah2an,mudah-mudahan,0
cowo,cowok,0
deketin,mendekati,0
macem,macam,0
lg,lagi,0
jamaannn,jaman,0
susaaahh,susah,0
Demam2nya,demam-demamnya,0
sama2,sama-sama,0
ngalahin,mengalahkan,0
Gak,enggak,0
seneng,senang,0
pake,pakai,0
nga,enggak,0
ga,enggak,0
pagiiii,pagi,0
baguuusssss,bagus,0
sdh,sudah,0
krna,karena,0
ga,enggak,0
tau,tahu,0
kek,kayak,0
tp,tapi,0
udah,sudah,0
syang,sayang,0
naek,naik,0
org,orang,0
yg,yang,0
dlm,dalam,0
sdh,sudah,0
ndengerin,mendengarkan,0
poto-poto,foto-foto,0
trs,terus,0
Kenalin,perkenalkan,0
sempet,sempat,0
karna,karena,0
lg,lagi,0
udh,sudah,0
trus,terus,0
diupayaka,diupayakan,0
seneng,senang,0
Klo,kalau,0
jdi,jadi,0
uda,sudah,0
jdi,jadi,0
tpi,tapi,0
jmn,jaman,0
dlu,dulu,0
gak,enggak,0
ngerti,mengerti,0
nga,enggak,0
yg,yang,0
hrs,harus,0
sy,saya,0
dg,dengan,0
menduga2,menduga-duga,0
asek,asik,0
sm,sama,0
ga,enggak,0
tp,tapi,0
pinter,pintar,0
nafkahin,menafkahkan,0
lama2,lama-lama,0
Jgn,jangan,0
sampe,sampai,0
nunggu,menunggu,0
thn,tahun,0
bosen,bosan,0
pinter,pintar,0
da,ada,0
ngegombalnya,menggombalnya,0
muuph,maaf,0
emng,memang,0
awal2,awal-awal,0
lucu2,lucu-lucu,0
jg,juga,0
kesel,kesal,0
sy,saya,0
seneng,senang,0
Siyap,siap,0
Laksanaken,laksanakan,0
ndak,enggak,0
siyap,siap,0
cepet,cepat,0
dg,dengan,0
tdk,tidak,0
pakenya,pakainya,0
sm,sama,0
cm,cuma,0
diri,berdiri,0
romanis,romantis,0
pilem,film,0
dri,dari,0
matik,mati,0
Bener,benar,0
maen,main,0
Sblm,sebelum,0
sy,saya,0
dg,dengan,0
tdk,tidak,0
rame,ramai,0
aja,saja,0
ngomongin,mengomongkan,0
qm,kamu,0
aq,aku,0
gw,gue,0
ama,sama,0
miriiip,mirip,0
baguuuuussssss,bagus,0
ntn,menonton,0
gk,enggak,0
jangan2,jangan-jangan,0
temen,teman,0
dijadiin,dijadikan,0
Moon,mohon,0
maap,maaf,0
bener,benar,0
semalem,semalam,0
sempet,sempat,0
ga,enggak,0
pengen,pengin,0
utk,untuk,0
diterapin,diterapkan,0
rame,ramai,0
ma,sama,0
gw,gue,0
blm,belum,0
nonton,menonton,0
ngamuk,mengamuk,0
mngkin,mungkin,0
ud,sudah,0
mraktekin,mempraktikkan,0
Mudah2an,mudah-mudahan,0
orng,orang,0
jg,juga,0
mengharagai,menghargai,0
pinjem,pinjam,0
thn,tahun,0
byk,banyak,0
Gmz,gemas,0
km,kamu,0
NGELEMPAR,melempar,0
PAKE,pakai,0
y,ya,0
tpi,tapi,0
utk,untuk,0
ntar,entar,0
ndengerin,mendengarkan,0
poto-poto,foto-foto,0
napa,kenapa,0
ngakak,mengakak,0
dapet,dapat,0
trus,terus,0
jaketx,jaketnya,0
gak,enggak,0
nunggu,menunggu,0
Krn,karena,0
dr,dari,0
sampe,sampai,0
keliatan,kelihatan,0
ngebayangin,membayangkan,0
qm,kamu,0
mele,mulu,0
tdk,tidak,0
jg,juga,0
dg,dengan,0
jjuga,juga,0
satuuuuuuuu,satu,0
Wat,buat,0
temen2,teman-teman,0
w,gue,0
masudny,maksudnya,0
Ayoo,ayo,0
ngomongnya,mengomongnya,0
sedeket,sedekat,0
pagiiii,pagi,0
tu,itu,0
pilm,film,0
tetep,tetap,0
kl,kalau,0
d,di,0
minta,meminta,0
dengerin,mendengarkan,0
inget,ingat,0
LVL,level,0
Pantes,pantas,0
aslina,aslinya,0
seneng,senang,0
tetep,tetap,0
gilaak,gila,0
Nunggu,menunggu,0
seksih,seksi,0
dipake,dipakai,0
org,orang,0
laen,lain,0
nahan,menahan,0
lebi,lebih,0
Trus,terus,0
sama2,sama-sama,0
temenin,menemani,0
km,kamu,0
dulu2,dulu-dulu,0
gt,begitu,0
jd,jadi,0
pendiem,pendiam,0
naek,naik,0
ngerasa,merasa,0
meranin,memerankan,0
niruin,menirukan,0
gombaaalll,gombal,0
gemessss,gemas,0
sayaang,sayang,0
percumaa,percuma,0
enaak,enak,0
pcaran,pacaran,0
gueee,gue,0
w,gue,0
orang2,orang-orang,0
ngehubungin,menghubungkan,0
klo,kalau,0
g,enggak,0
yg,yang,0
idolain,mengidolakan,0
cumak,cuma,0
org,orang,0
yg,yang,0
dlm,dalam,0
sdh,sudah,0
tdk,tidak,0
kyk,kayak,0
rebutin,merebutkan,0
ngarep,mengharap,0
goyank,goyang,0
deketin,mendekati,0
ngalahin,mengalahkan,0
udah,sudah,0
nga,enggak,0
sm,sama,0
ga,enggak,0
tau,tahu,0
kek,kayak,0
apz,apa,0
tp,tapi,0
udah,sudah,0
kasian,kasihan,0
dibanding-bandingin,dibanding-bandingkan,0
sampe,sampai,0
ajja,saja,0
krna,karena,0
mncari,mencari,0
jln,jalan,0
masing,masing-masing,0
sngat,sangat,0
mikirin,memikirkan,0
Msih,masih,0
keinget,teringat,1
trus,terus,0
wktu,waktu,0
jngn,jangan,0
wktu,waktu,0
bnget,banget,0
diem,diam,0
klau,kalau,0
klo,kalau,0
aja,saja,0
skrg,sekarang,0
nyasar,menyasar,0
pendiem,pendiam,0
seorg,seorang,0
temen,teman,0
Klo,kalau,0
semacem,semacam,0
blm,belum,0
ikutin,mengikuti,0
ngejauh,menjauh,0
org2,orang-orang,0
tu,itu,0
sdh,sudah,0
biso,bisa,0
nangis,menangis,0
sampein,sampaikan,0
yaa,ya,0
COVVO,cowok,0
ngepel,mengepel,0
nyuci,mencuci,0
nyetrika,menyetrika,0
nguras,menguras,0
benerin,membenarkan,0
adala,adalah,0
ngawurr,ngawur,0
udah,sudah,0
Nyari,mencari,0
krg,kurang,0
apaaah,apa,0
lgi,lagi,0
naek,naik,0
kyk,kayak,0
kalo,kalau,0
numpuk,menumpuk,0
dpt,dapat,0
Skrg,sekarang,0
ilang,hilang,0
udh,sudah,0
dr,dari,0
kira2,kira-kira,0
krn,karena,0
anget,hangat,0
nurunin,menurunkan,0
blom,belum,0
nnton,menonton,0
tp,tapi,0
yg,yang,0
giamana,bagaimana,0
ko,kok,0
ama,sama,0
joget2,joget-joget,0
lebe-lebe,lebih-lebih,0
cekali,sekali,0
jgn,jangan,0
bosen2,bosan-bosan,0
nontonnnn,menonton,0
Mgkin,mungkin,0
saja,saja-saja,0
yha,ya,0
ad,ada,0
yg,yang,0
brt,berat,0
utk,untuk,0
Skrg,sekarang,0
kalo,kalau,0
JAN,jangan,0
AK,aku,0
KAYA,kayak,0
Maap2,maaf-maaf,0
niy,nih,0
tp,tapi,0
udah,sudah,0
say,sayang,0
yg,yang,0
bct,bacot,0
rameeeee,ramai,0
buangettttt,banget,0
kelar2,kelar-kelar,0
bangettt,banget,0
maluu,malu,0
INGETIN,mengingatkan,0
krn,karena,0
ga,enggak,0
nunggu,menunggu,0
gemes,gemas,0
ngangkatin,mengangkati,0
ntr,entar,0
lg,lagi,0
nntn,menonton,0
Sampe,sampai,0
lupaa,lupa,0
blm,belum,0
ngucapin,mengucapkan,0
kuad,kuat,0
nyesekkk,menyesak,0
nabung,menabung,0
diperhatiin,diperhatikan,0
dikenalin,dikenalkan,0
diturutin,dituruti,0
Msih,masih,0
keinget,teringat,0
trus,terus,0
wktu,waktu,0
ngomong,mengomong,0
jngn,jangan,0
diem,diam,0
klau,kalau,0
gk,enggak,0
krn,karena,0
nyalahin,menyalahkan,0
krna,karena,0
jln,jalan,0
masing,masing-masing,0
sngat,sangat,0
Nemu,menemukan,1
ngikutin,mengikuti,0
ama,sama,0
krn,karena,0
ngaco,mengacau,0
naggung,menanggung,0
bgt,banget,0
pengen,pengin,0
wat,buat,0
pnonton,penonton,0
Pingin,pengin,0
ngmng,mengomong,0
rb,ribu,0
lagim,lagi,0
Kmrn,kemarin,0
nonton,menonton,0
ngerekam,merekam,0
trus,terus,0
diteriakin,diteriaki,0
ama,sama,0
knp,kenapa,0
ga,enggak,0
lama2,lama-lama,0
hatam,khatam,0
sreek,sreg,0
merubah,mengubah,0
udah,sudah,0
lemes,lemas,0
capee,cape,0
balesin,membalas,0
gg,enggak,0
nahan,menahan,0
Bajingannnn,bajingan,0
ngiluuu,ngilu,0
ae,saja,0
merubah,mengubah,0
lg,lagi,0
krn,karena,0
sdh,sudah,0
tdk,tidak,0
yg,yang,0
dipotong2,dipotong-potong,0
dr,dari,0
gimans,bagaimana,0
tahun2,tahun-tahun,0
jg,juga,0
mengharagai,menghargai,0
jan,jangan,0
ga,enggak,0
tida,tidak,0
ketahuila,ketahuilah,0
tetep,tetap,0
sm,sama,0
seneng,senang,0
ga,enggak,0
uda,sudah,0
jdi,jadi,0
tpi,tapi,0
jmn,jaman,0
dlu,dulu,0
ga,enggak,0
gak,enggak,0
ngerti,mengerti,0
nga,enggak,0
nafkahin,menafkahi,0
emng,memang,0
pahi,pagi,0
inget,ingat,0
suda,sudah,0
pd,pada,0
skarang,sekarang,0
sm,sama,0
cm,cuma,0
krn,karena,0
akoh,aku,0
sdh,sudah,0
jd,jadi,0
kalo,kalau,0
ktmu,ketemu,0
sm,sama,0
miriiip,mirip,0
kisah2,kisah-kisah,0
kgk,kagak,0
pake,pakai,0
nganterin,mengantarkan,0
Moon,mohon,0
pingin,pengin,0
nonton,menonton,0
males,malas,0
ma,sama,0
gw,gue,0
g,enggak,0
bener,benar,0
orng,orang,0
thn,tahun,0
byk,banyak,0
mbentak,membentak,0
NGELEMPAR,melempar,0
ngegombal,menggombal,0
tpi,tapi,0
utk,untuk,0
ntar,entar,0
ngakak,mengakak,0
trus,terus,0
jaketx,jaketnya,0
gak,enggak,0
nunggu,menunggu,0
jd,jadi,0
darimuuu,darimu,0
Km,kamu,0
bukaannn,bukan,0
ngebayangin,membayangkan,0
jdinya,jadinya,0
sukaaa,suka,0
Rasah,rasa,0
beneran,benaran,0
kek,kayak,0
gitu,begitu,0
satuuuuuuu,satu,0
Wat,buat,0
malak,memalak,0
Wasek,asik,0
Kmrn,kemarin,0
dibahagiain,dibahagiakan,0
seneng,senang,0
laper,lapar,0
nahan,menahan,0
ajaaaa,saja,0
temenin,temani,0
km,kamu,0
dmn,dimana,0
inget,ingat,0
ngerasa,merasa,0
percumaa,percuma,0
enaak,enak,0
pcaran,pacaran,0
gueee,gue,0
kl,kalau,0
ngerti,mengerti,0
ngeliat,melihat,0
orang2,orang-orang,0
ngambek,mengambek,0
kpd,kepada,0
nempel,menempel,0
cumak,cuma,0
kyk,kayak,0
rebutin,merebutkan,0
deketin,mendekati,0
susaaahh,susah,0
nga,enggak,0
kasian,kasihan,0
ngalahin,mengalahkan,0
nga,enggak,0
perna,pernah,0
kecantoll,kecantol,0
sampe,sampai,0
tetep,tetap,0
na,nya,0
ajja,saja,0
krna,karena,0
jln,jalan,0
masing,masing-masing,0
sngat,sangat,0
trus,terus,0
wktu,waktu,0
tanggul2,tanggul-tanggul,0
sblumnya,sebelumnya,0
seorg,seorang,0
semacem,semacam,0
blm,belum,0
ngejauh,menjauh,0
org2,orang-orang,0
tu,itu,0
sdh,sudah,0
biso,bisa,0
sampein,sampaikan,0
yaa,ya,0
dikasarin,dikasari,0
ngiluuu,ngilu,0
COVVO,cowok,0
blh,boleh,0
ngawuurr,ngawur,0
krn,karena,0
Nyari,mencari,0
Gokil,gila,0
Keinget,teringat,1
apaaahh,apa,0
lgi,lagi,0
naek,naik,0
kyk,kayak,0
gtu,begitu,0
tay,tahi,0
nyangka,menyangka,0
numpuk,menumpuk,0
dpt,dapat,0
Nunggu,menunggu,0
Bayarin,membayari,0
Skrg,sekarang,0
dimana2,dimana-mana,0
jg,juga,0
ilang,hilang,0
udh,sudah,0
dr,dari,0
genk,geng,0
nurunin,menurunkan,0
yg,yang,0
blom,belum,0
nnton,menonton,0
yg,yang,0
giamana,bagaimana,0
ama,sama,0
lebe-lebe,lebih-lebih,0
make,memakai,0
bentar2,bentar-bentar,0
jgn,jangan,0
dlm,dalam,0
g,enggak,0
beneran,benaran,0
g,enggak,0
bosen2,bosan-bosan,0
nontooooonnnn,menonton,0
ga,enggak,0
Mgkin,mungkin,0
yha,ya,0
Skrg,sekarang,0
ngapain-ngapain,Mengapai-apai,0
jagain,menjaga,0
AK,aku,0
KAYA,kayak,0
Maap2,maaf-maaf,0
niy,nih,0
tp,tapi,0
rameeeee,ramai,0
buangetttttz,banget,0
nggak,enggak,0
kelar2,kelar-kelar,0
bangeett,banget,0
nanggung,menanggung,0
ngangkatin,mengangkati,0
lupaa,lupa,0
blm,belum,0
ngucapin,mengucapkan,0
cepet,cepat,0
sembuuh,sembuh,0
kuad,kuat,0
Rasah,rasa,0
tw,tau,0
udh,sudah,0
matik,mati,0
ngomongin,mengomongkan,0
ngejar,mengejar,0
rb,ribu,0
Nemu,menemukan,0
temen,teman,0
ngikutin,mengikuti,0
ngaco,mengacau,0
bgt,banget,0
pengen,pengin,0
wat,buat,0
Kesian,kasihan,0
yg,yang,0
ntar,entar,0
lagim,lagi,0
Kmrn,kemarin,0
ngerekam,merekam,0
trus,terus,0
diteriakin,diteriaki,1
lama2,lama-lama,0
maen,main,0
Kirain,mengira,1
balesin,membalas,1
gg,enggak,0
beraatt,berat,0
nahan,menahan,0
ea,ya,0
Bajingannnn,bajingan,0
dakuh,daku,0
padamuuhh,padamu,0
bgzd,bangsat,0
ngobrol,mengobrol,0
ikut2an,ikut-ikutan,0
bgst,bangsat,0
ngacak,mengacak,0
rinduu,rindu,0
ijikanlah,izinkanlah,0
diem,diam,0
aja,saja,0
pda,pada,0
ajah,saja,0
ygo,yang,0
Sampek,sampai,0
sebelom,sebelum,0
nongton,menonton,0
nebak,menebak,0
diem-diem,diam-diam,0
ngajak,mengajak,0
ngopi,mengopi,0
nyangkut,menyangkut,0
Eakkk,ya,0
bantuin,membantu,0
ngerjain,mengerjakan,0
uda,sudah,0
kedatengan,kedatangan,0
napa,kenapa,0
ga,enggak,0
GILZ,gila,0
laper,lapar,0
milih,memilih,0
W,gue,0
dirapihin,dirapikan,0
tbtb,tiba-tiba,0
lgi,lagi,0
bnr,benar,0
Nungguin,menunggu,0
kesemsem,kesengsem,0
loe,lo,0
ga,enggak,0
berat2,berat-berat,0
bnget,banget,0
yg,yang,0
ga,enggak,0
knl,kenal,0
mlh,malah,0
sma,sama,0
tamparin,menampari,0
anju,anjing,0
Nongtonn,menonton,0
mbakk,mbak,0
ngomongin,mengomongkan,0
kmrn,kemarin,0
ngantukkk,mengantuk,0
Iyaaa,iya,0
trs,terus,0
dpt,dapat,0
bgt,banget,0
jd,jadi,0
bayangin,bayangkan,0
NANGIS,menangis,0
lom,belum,0
eloooo,lo,0
elooo,lo,0
nonto,menonton,0
gt,begitu,0
serame,seramai,1
naro,menaruh,0
dikatain,dikatai,0
cwe,cewek,0
nasehatin,menasihati,0
Sampe,sampai,0
semalem,semalam,0
ntn,menonton,0
kamuuuu,kamu,0
Sampek,sampai,0
ekting,akting,0
brucap,berucap,0
bawaain,bawakan,0
nampar,menampar,0
digombalin,digombali,1
tlp,telepon,0
bundaaa,bunda,0
ngajak,mengajak,0
ggg,enggak,0
dibayangin,dibayangkan,0
Ngajakin,mengajaki,0
blg,bilang,0
hayu,hayo,0
bener,benar,0
jut,lanjut,0
Bnxt,bangsat,0
thn,tahun,0
pingsaaaan,pingsan,0
sma,sama,0
taun,tahun,0
hri,hari,0
nayangin,menayangkan,0
Enggk,enggak,0
emang,memang,0
Aminnnn,amin,0
aminnnn,amin,0
aminnn,amin,0
trwujudn,terwujudkan,0
y,ya,0
kmu,kamu,0
nontoooon,menonton,0
nikahin,menikahi,0
slalu,selalu,0
tdk,tidak,0
beraaat,berat,0
brttt,berat,0
PROTESS,protes,0
ngabisin,menghabiskan,0
bioskopp,bioskop,0
cpt,cepat,0
nonton,menonton,0
gk,enggak,0
gadoin,menggado,0
dipake,dipakai,0
prakteknya,praktiknya,0
malem,malam,0
temenan,berteman,1
dianggep,dianggap,0
kemaren,kemarin,0
ANYIIING,anjing,0
lewaaat,lewat,0
gilaxxxxxxxx,gila,0
inget,ingat,0
sbg,sebagai,0
ujung2nya,ujung-ujungnya,0
dinikahin,dinikahi,0
ama,sama,0
trs,terus,0
dapet,dapat,0
ama,sama,0
pujaaa,puja,0
INIII,ini,0
nunggu,menunggu,0
dilanjutin,dilanjutkan,0
sapa,siapa,0
halu,halusinasi,0
ujan,hujan,0
nyenengin,menyenangkan,0
Kata2,kata-kata,0
sukak,suka,0
temen2ku,teman-temanku,0
ngilang,menghilang,0
ngemis,mengemis,0
cowok2,cowok-cowok,0
ngikutin,mengikuti,0
ngapain,mengapai,0
emak2,emak-emak,0
yaaa,ya,0
sberpa,seberapa,0
dy,dia,0
jd,jadi,0
Nangis,menangis,0
anjeng,anjing,0
Gamesnya,gemasnya,0
cowo,cowok,0
ngedeketin,mendekati,0
krna,karena,0
disemprit,disemprot,1
tahun2,tahun-tahun,0
sblum,sebelum,0
ngantuk,mengantuk,0
Klo,kalau,0
laporin,laporkan,0
aja,saja,0
Pastu,pasti,0
ni,ini,0
tiba2,tiba-tiba,0
karasa,kerasa,0
ngeriiiiii,ngeri,0
kemaren,kemarin,0
kerasa,terasa,0
yg,yang,0
mempesona,memesona,0
say,sayang,0
ngiluuu,ngilu,0
sampe,sampai,0
tanda2,tanda-tanda,0
nyontek,menyontek,0
Emang,memang,0
lg,lagi,0
shabat,sahabat,0
jd,jadi,0
tmn,teman,0
brisik,berisik,0
ngerasa,merasa,0
goyang2,goyang-goyang,0
pdhl,padahal,0
gk,enggak,0
kareno,karena,0
krn,karena,0
apaah,apa,0
apah,apa,0
smpat,sempat,0
sdh,sudah,0
dgn,dengan,0
Kedlmn,kedalaman,0
Waaaaaa,wah,0
Mantaap,mantap,0
minjem,meminjam,0
yg,yang,0
Kedlmn,kedalaman,0
nggak,enggak,0
SeMPeT,sempat,0
stelaH,setelah,0
PRODUK2,produk-produk,0
dg,dengan,0
jwbn,jawaban,0
ngasih,mengasih,0
gara2,gara-gara,0
utk,untuk,0
pd,pada,0
kta,kita,0
kpd,kepada,0
Sll,selalu,0
Kmrn,kemarin,0
diem,diam,0
trs,terus,0
ngecek,mengecek,0
blg,bilang,0
tida,tidak,0
orang2,orang-orang,0
ngejaga,menjaga,0
nungguin,menunggu,0
adek,adik,0
kmrn,kemarin,0
aj,saja,0
mghentikan,menghentikan,0
gmn,bagaimana,0
ttp,tetap,0
ngambil,mengambil,0
sebulum,sebelum,0
skrg,sekarang,0
Tetep,tetap,0
kerjaan,pekerjaan,0
Nyinyirin,menyinyir,1
Ngelawatin,melewati,0
tinggi2,tinggi-tinggi,0
ngomongin,mengomongkan,0
emg,memang,0
jagain,menjaga,0
dr,dari,0
tipe2,tipe-tipe,0
cakeph,cakep,0
ketulungan,ketolongan,1
kalo,kalau,0
laki2,laki-laki,0
dengerin,mendengarkan,0
KEMAREN,kemarin,0
ajah,saja,0
Td,tadi,0
bgt,banget,0
lgsg,langsung,0
kabur2,kabur-kabur,0
tp,tapi,0
hati2,hati-hati,0
trjadi,terjadi,0
Serem,seram,0
hati,hati-hati,1
grgr,gara-gara,0
Org,orang,0
krna,karena,0
kmrn,kamu,0
pemimpinny,pemimpinnya,0
Ngamuk,mengamuk,0
jg,juga,0
bsa,bisa,0
krn,karena,0
mrk,mereka,0
w,gue,0
kalo,kalau,0
sdh,sudah,0
tdk,tidak,0
trus,terus,0
ngotott,ngotot,0
Smg,semoga,0
Wlau,walau,0
dpotong,dipotong,0
sblm,sebelum,0
ttp,tetap,0
slh,salah,0
dlm,dalam,0
plg,paling,0
utk,untuk,0
dgn,dengan,0
dg,dengan,0
spt,seperti,0
sdg,sedang,0
Sdh,sudah,0
sampai2,sampai-sampai,0
kpd,kepada,0
nie,ini,0
sampe,sampai,0
nyerocos,mencerocos,0
pd,pada,0
slma,selama,0
jd,jadi,0
ngiluu,ngilu,0
bidji,biji,0
anjay,anjing,1
Ngga,enggak,0
jelas,jelas-jelas,0
nguap,menguap,0
Nyerocos,mencerocos,0
mamak,mama,0
bgmana,bagaimana,0
miskiiin,miskin,0
ngomongnya,mengomongnya,0
muter2,memutar-mutar,0
semrawuutt,semrawut,0
Nyariiss,nyaris,0
klo,kalau,0
ngerti,mengerti,0
ga,enggak,0
paaaak,pak,0
Kemaren,kemarin,0
dng,dengan,0
baru2,baru-baru,0
Blum,belum,0
nmpak,nampak,0
malem,malam,0
bs,bisa,0
ngamuk,mengamuk,0
ato,atau,0
Rame,ramai,0
ttg,tentang,0
Inget,ingat,0
boong,bohong,0
jgn,jangan,0
korbanin,mengorbankan,0
tutupin,menutupi,0
Ngembat,mengembat,0
gemez,gemas,0
Korup,korupsi,0
Gara2,gara-gara,0
Sprti,seperti,0
ngapain,mengapai,0
cari2,cari-cari,0
kesalah,kesalahan,0
sdhlah,sudahlah,0
seeeh,sih,0
milih,memilih,0
loe,lo,0
untu,untuk,0
ama,sama,0
pulak,pula,0
mo,mau,0
ngak,enggak,0
diacak2,diacak-acak,0
